,transmission_Dual Shift,HP,fuel_type_E85 Flex Fuel,cylinder_type_V,accident_1,turbo_Y,fuel_type_Electric,fuel_type_Gasoline,cylinder_type_Inline,transmission_Manual,cylinders,turbo_N,transmission_CVT,fuel_type_not supported,fuel_type_Plug-In Hybrid,fuel_type_Hybrid,transmission_speed,cylinder_type_Straight
26570,0,-0.639021731782254,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
49707,0,-1.515306143005712,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
3419,0,0.5196209897243181,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
10813,0,2.184561371048888,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
52870,0,-0.15219705888033294,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,0.05171836336834561,0
27396,1,-0.9797990028135988,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
35185,0,-0.49297432991167767,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
9200,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
16974,0,-0.33719043458306297,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
334,0,-1.8268739336629414,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
9046,0,-0.6098122514081388,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
11753,0,-0.7558596532787151,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
45359,0,-1.6905630252504034,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
53857,0,0.8603982607556628,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.32254142398517793,0
52432,0,-0.3274539411250245,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
16079,0,0.6754048850529328,0,1,0,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
43380,0,0.23726267944120388,0,1,1,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
20240,0,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
42073,0,-0.006149657009756634,0,0,0,1,0,1,1,0,-1.3955687622238973,0,0,0,0,0,1.135010605835675,0
40152,0,-0.7169136794465614,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
21043,0,-0.21061601962856347,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
2224,0,0.09121527757062757,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,1
38139,1,-0.7169136794465614,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
29252,0,-0.1716700457964098,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
34089,0,-0.34692692804110137,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
47184,0,-1.5347791299217888,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
6881,0,-0.8824340682332145,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
32433,0,-0.7558596532787151,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
35840,0,-0.39560939533129347,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
21080,0,-0.5416567972018698,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
14388,1,0.9188172215038933,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
13760,0,-0.3177174476669861,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
7360,0,-1.515306143005712,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.32254142398517793,0
11296,1,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
53501,0,-0.20087952617052504,0,1,1,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
26039,0,-1.6126710775860962,1,0,0,0,0,0,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
14420,0,0.09121527757062757,0,0,1,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,1.135010605835675,1
26765,0,-0.6098122514081388,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
21669,0,0.5780399504725486,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
36538,1,-0.33719043458306297,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
23696,0,0.2762086532733576,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-0.7607508184821514,0
11994,1,0.7532968327172402,1,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
37717,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
50675,0,-0.7558596532787151,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
43699,0,-0.8824340682332145,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
31252,1,1.7269461785210822,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
7990,0,0.9188172215038933,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
20744,0,-0.29824446075090927,0,1,0,0,0,1,0,0,-0.12743557513004955,1,1,0,0,0,-1.0315738790989837,0
17935,0,0.6981233697883557,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
50622,0,1.259594492535238,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
40490,0,0.285945146731396,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
36250,0,-0.6098122514081388,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
46919,0,-0.054832124299948735,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
9579,0,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
50611,0,1.0648646233744696,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
54113,0,-0.15219705888033294,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
5074,0,0.772769819633317,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,1
21879,0,-0.6195487448661772,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
26717,0,-0.9797990028135988,0,0,1,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,1
4107,0,0.7240873523431249,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
32067,0,0.285945146731396,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
40668,0,-1.8074009467468646,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
4947,0,-0.054832124299948735,1,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
37176,0,1.697736698146967,0,0,0,0,0,1,1,0,2.408830799057646,1,0,0,0,0,0.8641875452188427,0
1250,0,-0.15219705888033294,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
19162,0,-0.23982550000267874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
16219,0,0.03279631682239705,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
36904,0,-0.8337516009430224,1,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
15962,0,-1.3400492607610204,0,0,0,0,0,1,1,0,-1.3955687622238973,1,1,0,0,0,-1.0315738790989837,0
32552,0,-1.5445156233798272,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
11915,0,0.8214522869235091,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
41965,0,1.697736698146967,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
40712,0,-1.0385924440794463,1,0,0,0,0,0,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
17696,0,-1.125846404684175,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
14383,0,-1.125846404684175,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
5521,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
32908,0,0.9188172215038933,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
37133,0,-0.23008900654464032,0,1,1,0,0,1,0,0,-0.12743557513004955,1,1,0,0,0,-1.0315738790989837,0
39408,0,-1.8074009467468646,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
6288,0,0.13989774486081968,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
14785,0,-0.34692692804110137,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
23223,0,0.09121527757062757,0,1,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,1.135010605835675,0
5762,0,-0.5903392644920619,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
188,0,-0.8337516009430224,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
42857,0,1.395905400947776,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
27100,0,0.07174229065455073,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
45327,0,-0.15219705888033294,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
4306,1,-0.7169136794465614,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
23392,1,0.13989774486081968,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
1104,0,0.09121527757062757,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,1.135010605835675,1
35066,0,0.5780399504725486,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
41918,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
54054,0,0.5780399504725486,1,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
36807,1,-1.1161099112261366,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
46450,0,2.106669423384581,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
17682,0,0.285945146731396,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
1021,0,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
30563,0,-0.7983461701865192,0,0,0,1,0,1,1,0,-1.3955687622238973,0,0,0,0,0,0.8641875452188427,0
22719,0,1.3082769598254302,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
41031,0,1.2206485187030844,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
52666,0,-1.5250426364637504,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
21412,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
34562,0,0.9188172215038933,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
21022,0,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
989,1,0.5293574831823565,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
32225,0,-0.8824340682332145,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
25370,0,0.7240873523431249,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
40985,1,2.3111357860033874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
37078,0,-0.5416567972018698,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
27976,0,0.22752618598316546,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
24934,0,-1.632144064502173,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
47273,0,-0.6877041990724461,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
48201,0,-0.639021731782254,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
28360,0,-0.7169136794465614,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
47378,0,-1.495833156089635,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
36225,0,0.8603982607556628,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
18829,0,-1.3400492607610204,0,1,1,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
34106,1,0.6267224177627407,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
44181,1,-0.14246056542229452,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
53957,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
35933,0,0.5585669635564717,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
31717,0,-1.4082047149672892,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
23246,0,0.5390939766403949,0,1,0,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
26849,0,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
27989,0,-0.8337516009430224,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.4058336664525073,0
10190,0,0.5390939766403949,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
10540,0,0.957763195336047,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
18831,0,-0.39560939533129347,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,0
20119,0,1.4543243616960064,0,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
27949,1,2.087196436468504,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
40681,0,1.3764324140316992,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
24087,0,-0.639021731782254,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
46900,0,1.259594492535238,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
29893,0,0.7240873523431249,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
32555,0,-0.9505895224394835,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
35029,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.6766567270693398,0
29095,0,0.7532968327172402,1,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
31092,0,-0.824015107484984,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.8641875452188427,0
17542,0,0.840925273839586,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
43597,0,-0.5416567972018698,0,1,1,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
16952,1,-0.23982550000267874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
4705,0,0.48067501589216444,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
53917,0,-0.10351459159014084,0,0,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,1
12975,1,1.6003717635665828,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
4829,0,-0.8337516009430224,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
17042,0,0.8798712476717396,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
46914,0,-0.9311165355234067,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.32254142398517793,1
43002,0,0.7240873523431249,0,1,1,0,0,1,0,0,1.1406976119637982,1,0,0,0,0,0.8641875452188427,0
30842,0,-0.24956199346071717,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
41963,0,0.6169859243047023,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
17036,0,0.7532968327172402,1,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
12715,0,1.1135470906646618,0,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
2048,1,0.07174229065455073,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,1
7140,0,0.23726267944120388,0,0,0,0,0,1,1,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
29459,0,3.060845782272346,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
17639,0,-0.7948056271108688,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
35674,0,0.7532968327172402,1,0,1,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
24383,0,-1.1161099112261366,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
2918,0,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
4486,0,-1.6126710775860962,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
36324,0,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.4058336664525073,0
50993,0,-1.4179412084253276,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
6543,0,0.285945146731396,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,-1.0315738790989837,1
37294,0,0.13989774486081968,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
38911,0,-0.006149657009756634,0,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
9954,0,-0.006149657009756634,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
47005,0,-0.34692692804110137,1,1,1,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
47903,0,-0.23008900654464032,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
25379,0,-1.125846404684175,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
27144,0,-0.39560939533129347,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
5174,0,0.9674996887940854,0,0,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
26103,0,-1.125846404684175,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
23706,0,2.04825046263635,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
25527,0,0.7630333261752786,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
34204,0,4.6965766832228,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
25987,0,-0.34692692804110137,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.4058336664525073,0
44567,0,-1.7100360121664804,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.32254142398517793,0
11405,0,0.48067501589216444,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.6766567270693398,0
25451,0,-0.24956199346071717,0,0,0,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
45101,0,-0.24956199346071717,0,1,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
12271,0,-1.310839780386905,0,0,0,0,0,0,1,0,-1.3955687622238973,1,1,0,0,1,-1.0315738790989837,0
40335,0,-0.40534588878933187,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
27767,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
49998,0,0.35410060093766493,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
4577,0,1.0064456626262392,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
9863,0,0.7240873523431249,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
51659,0,0.7240873523431249,0,0,1,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
14303,1,0.02305982336435863,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
52296,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
30033,0,-0.19114303271248664,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
37205,0,-0.19114303271248664,0,1,0,0,0,1,0,1,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
32044,0,1.210912025245046,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
17623,0,-0.824015107484984,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.8641875452188427,0
44360,1,-0.5903392644920619,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
13517,0,-0.23982550000267874,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
41146,0,-0.44429186262148557,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
7260,0,-1.4666236757155198,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.5933644846020103,0
20736,0,-0.5416567972018698,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
21845,0,-0.23008900654464032,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.8641875452188427,0
30263,0,0.3833100813117802,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
6385,0,-0.6195487448661772,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
46752,0,0.285945146731396,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
24424,0,-0.6292852383242156,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
8019,0,-0.3663999149571782,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,0
26209,0,-0.8337516009430224,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,1.135010605835675,0
47108,0,-1.515306143005712,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,0.05171836336834561,0
18212,0,0.33633577076861243,0,1,0,1,0,1,0,0,-0.12743557513004955,0,0,0,0,0,-1.0315738790989837,0
9943,0,-1.885292894411172,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
47597,0,-0.7363866663626382,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
30967,0,-1.1161099112261366,0,0,1,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
5626,0,-1.2037383523484824,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
7315,0,-0.824015107484984,0,0,0,0,0,1,1,0,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
53837,0,0.5390939766403949,1,0,0,0,0,0,1,0,1.1406976119637982,1,0,0,0,0,-1.0315738790989837,0
6487,0,-0.05375029169350027,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.135010605835675,0
9280,0,-0.24956199346071717,0,0,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,0.5933644846020103,1
15655,0,-0.15219705888033294,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,1.4058336664525073,0
29888,0,0.285945146731396,0,0,0,0,0,0,0,0,-0.12743557513004955,1,0,0,0,1,-1.0315738790989837,1
2262,0,0.840925273839586,0,0,0,0,0,1,1,1,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
26317,0,-1.9047658813272488,0,0,1,0,0,1,1,1,-1.3955687622238973,1,0,0,0,0,-1.0315738790989837,0
47192,0,0.285945146731396,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.5933644846020103,0
31837,0,2.2819263056292725,0,0,0,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
19161,0,0.13989774486081968,0,1,1,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
5520,0,1.1622295579548538,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,1.135010605835675,0
18566,0,0.9674996887940854,0,0,1,0,0,1,1,0,1.1406976119637982,1,0,0,0,0,0.32254142398517793,0
31173,1,-0.5416567972018698,0,1,0,0,0,1,0,0,-0.12743557513004955,1,0,0,0,0,-1.0315738790989837,0
